Area Code,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Profit Ratio,Date,Inventory,Margin,Market Size,Market,Marketing,Number of Records,Product Type,Product,Profit,Sales,State,Total Expenses,Type
773,70,90,60,160,83,50.00%,2/1/2013 12:00:00 AM,613,107,Major Market,Central,27,1,Herbal Tea,Lemon,$101,202,Illinois,39,Decaf
815,80,120,100,200,95,59.51%,2/1/2013 12:00:00 AM,809,137,Major Market,Central,26,1,Herbal Tea,Mint,$147,247,Illinois,38,Decaf
708,60,100,80,160,77,58.21%,2/1/2013 12:00:00 AM,449,112,Major Market,Central,21,1,Tea,Darjeeling,$117,201,Illinois,33,Regular
708,60,100,50,160,75,43.78%,2/1/2013 12:00:00 AM,549,114,Major Market,Central,24,1,Tea,Earl Grey,$88,201,Illinois,55,Regular
815,270,370,260,640,234,51.29%,2/1/2013 12:00:00 AM,1282,311,Major Market,Central,77,1,Espresso,Caffe Mocha,$298,581,Illinois,110,Regular
630,260,270,180,530,228,43.33%,2/1/2013 12:00:00 AM,1436,229,Major Market,Central,63,1,Espresso,Decaf Espresso,$211,487,Illinois,87,Decaf
312,150,220,140,370,148,45.36%,2/1/2013 12:00:00 AM,844,206,Major Market,Central,48,1,Coffee,Colombian,$171,377,Illinois,91,Regular
773,110,150,100,260,104,52.03%,2/1/2013 12:00:00 AM,596,150,Major Market,Central,33,1,Coffee,Decaf Irish Cream,$141,271,Illinois,55,Decaf
563,200,270,190,470,234,51.29%,2/1/2013 12:00:00 AM,1282,311,Small Market,Central,77,1,Herbal Tea,Chamomile,$298,581,Iowa,110,Decaf
712,80,140,110,220,104,52.03%,2/1/2013 12:00:00 AM,596,150,Small Market,Central,33,1,Herbal Tea,Lemon,$141,271,Iowa,55,Decaf
641,190,210,140,400,228,42.92%,2/1/2013 12:00:00 AM,1436,229,Small Market,Central,63,1,Tea,Darjeeling,$209,487,Iowa,88,Regular
641,200,260,150,460,240,44.11%,2/1/2013 12:00:00 AM,1391,294,Small Market,Central,91,1,Tea,Earl Grey,$251,569,Iowa,125,Regular
712,20,30,20,50,19,32.00%,2/1/2013 12:00:00 AM,774,28,Small Market,Central,5,1,Espresso,Caffe Mocha,$16,50,Iowa,17,Regular
319,0,50,40,50,0,102.17%,2/1/2013 12:00:00 AM,774,43,Small Market,Central,0,1,Espresso,Decaf Espresso,$47,46,Iowa,11,Decaf
319,10,30,20,40,18,31.25%,2/1/2013 12:00:00 AM,818,27,Small Market,Central,5,1,Coffee,Amaretto,$15,48,Iowa,17,Regular
641,20,40,20,60,28,13.43%,2/1/2013 12:00:00 AM,961,35,Small Market,Central,8,1,Coffee,Colombian,$9,67,Iowa,29,Regular
641,20,30,20,50,23,31.03%,2/1/2013 12:00:00 AM,620,31,Small Market,Central,7,1,Coffee,Decaf Irish Cream,$18,58,Iowa,19,Decaf
573,30,60,10,90,43,-10.81%,2/1/2013 12:00:00 AM,256,61,Small Market,Central,39,1,Herbal Tea,Chamomile,($12),111,Missouri,69,Decaf
573,70,10,-20,80,84,-43.12%,2/1/2013 12:00:00 AM,625,18,Small Market,Central,26,1,Herbal Tea,Lemon,($47),109,Missouri,50,Decaf
417,30,40,10,70,35,14.94%,2/1/2013 12:00:00 AM,191,47,Small Market,Central,11,1,Tea,Darjeeling,$13,87,Missouri,38,Regular
573,20,30,-10,50,30,-13.89%,2/1/2013 12:00:00 AM,165,38,Small Market,Central,11,1,Tea,Earl Grey,($10),72,Missouri,45,Regular
573,20,40,0,60,33,-7.59%,2/1/2013 12:00:00 AM,193,41,Small Market,Central,12,1,Tea,Green Tea,($6),79,Missouri,45,Regular
314,50,90,70,140,50,54.20%,2/1/2013 12:00:00 AM,814,73,Small Market,Central,14,1,Espresso,Caffe Mocha,$71,131,Missouri,25,Regular
636,40,80,60,120,42,50.91%,2/1/2013 12:00:00 AM,771,61,Small Market,Central,11,1,Espresso,Decaf Espresso,$56,110,Missouri,23,Decaf
573,90,110,50,200,86,30.10%,2/1/2013 12:00:00 AM,484,107,Small Market,Central,32,1,Coffee,Colombian,$62,206,Missouri,65,Regular
636,70,100,60,170,75,38.64%,2/1/2013 12:00:00 AM,956,90,Small Market,Central,23,1,Coffee,Decaf Irish Cream,$68,176,Missouri,44,Decaf
419,10,30,30,40,22,41.67%,2/1/2013 12:00:00 AM,452,34,Major Market,Central,6,1,Herbal Tea,Chamomile,$25,60,Ohio,17,Decaf
513,20,50,50,70,32,49.41%,2/1/2013 12:00:00 AM,817,48,Major Market,Central,8,1,Herbal Tea,Lemon,$42,85,Ohio,20,Decaf
614,60,110,60,170,80,43.19%,2/1/2013 12:00:00 AM,640,120,Major Market,Central,26,1,Tea,Darjeeling,$92,213,Ohio,58,Regular
740,70,110,70,180,86,47.73%,2/1/2013 12:00:00 AM,490,120,Major Market,Central,26,1,Tea,Earl Grey,$105,220,Ohio,49,Regular
513,190,210,140,400,170,40.06%,2/1/2013 12:00:00 AM,1073,170,Major Market,Central,47,1,Espresso,Caffe Mocha,$145,362,Ohio,72,Regular
513,60,90,40,150,59,19.15%,2/1/2013 12:00:00 AM,331,73,Major Market,Central,22,1,Espresso,Decaf Espresso,$27,141,Ohio,55,Decaf
330,60,80,50,140,60,32.89%,2/1/2013 12:00:00 AM,329,80,Major Market,Central,19,1,Coffee,Amaretto,$49,149,Ohio,47,Regular
330,50,80,50,130,52,41.18%,2/1/2013 12:00:00 AM,357,76,Major Market,Central,16,1,Coffee,Colombian,$56,136,Ohio,38,Regular
513,50,80,20,130,54,-2.92%,2/1/2013 12:00:00 AM,427,75,Major Market,Central,49,1,Coffee,Decaf Irish Cream,($4),137,Ohio,78,Decaf
715,50,100,80,150,65,52.97%,2/1/2013 12:00:00 AM,372,109,Small Market,Central,20,1,Herbal Tea,Chamomile,$98,185,Wisconsin,43,Decaf
920,40,60,50,100,47,52.03%,2/1/2013 12:00:00 AM,772,68,Small Market,Central,13,1,Herbal Tea,Lemon,$64,123,Wisconsin,25,Decaf
715,40,80,50,120,56,41.78%,2/1/2013 12:00:00 AM,382,81,Small Market,Central,17,1,Tea,Darjeeling,$61,146,Wisconsin,40,Regular
920,50,80,10,130,65,2.42%,2/1/2013 12:00:00 AM,513,90,Small Market,Central,58,1,Tea,Earl Grey,$4,165,Wisconsin,87,Regular
262,80,100,60,180,70,37.80%,2/1/2013 12:00:00 AM,957,84,Small Market,Central,21,1,Espresso,Caffe Mocha,$62,164,Wisconsin,42,Regular
715,50,70,50,120,48,44.44%,2/1/2013 12:00:00 AM,617,62,Small Market,Central,15,1,Espresso,Decaf Espresso,$52,117,Wisconsin,27,Decaf
715,50,70,30,120,53,14.29%,2/1/2013 12:00:00 AM,306,65,Small Market,Central,20,1,Coffee,Amaretto,$18,126,Wisconsin,53,Regular
715,90,140,40,230,92,9.40%,2/1/2013 12:00:00 AM,541,128,Small Market,Central,83,1,Coffee,Colombian,$22,234,Wisconsin,113,Regular
262,80,100,60,180,77,38.54%,2/1/2013 12:00:00 AM,423,103,Small Market,Central,25,1,Coffee,Decaf Irish Cream,$74,192,Wisconsin,53,Decaf
475,60,90,50,150,86,29.61%,2/1/2013 12:00:00 AM,484,107,Small Market,East,32,1,Herbal Tea,Lemon,$61,206,Connecticut,66,Decaf
203,50,70,50,120,75,38.64%,2/1/2013 12:00:00 AM,956,90,Small Market,East,23,1,Herbal Tea,Mint,$68,176,Connecticut,44,Decaf
475,50,80,60,130,50,54.20%,2/1/2013 12:00:00 AM,814,73,Small Market,East,14,1,Tea,Darjeeling,$71,131,Connecticut,25,Regular
959,20,50,40,70,27,44.29%,2/1/2013 12:00:00 AM,772,39,Small Market,East,7,1,Tea,Green Tea,$31,70,Connecticut,18,Regular
203,60,90,20,150,65,2.42%,2/1/2013 12:00:00 AM,513,90,Small Market,East,58,1,Espresso,Caffe Mocha,$4,165,Connecticut,87,Regular
959,50,70,40,120,55,30.94%,2/1/2013 12:00:00 AM,305,75,Small Market,East,18,1,Espresso,Decaf Espresso,$43,139,Connecticut,46,Decaf
860,120,180,130,300,130,52.02%,2/1/2013 12:00:00 AM,945,195,Small Market,East,42,1,Coffee,Colombian,$180,346,Connecticut,74,Regular
754,30,50,30,80,48,42.74%,2/1/2013 12:00:00 AM,617,62,Major Market,East,15,1,Herbal Tea,Chamomile,$50,117,Florida,28,Decaf
904,40,50,20,90,53,14.29%,2/1/2013 12:00:00 AM,306,65,Major Market,East,20,1,Herbal Tea,Lemon,$18,126,Florida,53,Decaf
352,50,70,50,120,70,37.80%,2/1/2013 12:00:00 AM,957,84,Major Market,East,21,1,Herbal Tea,Mint,$62,164,Florida,42,Decaf
850,30,50,40,80,32,49.41%,2/1/2013 12:00:00 AM,817,48,Major Market,East,8,1,Tea,Darjeeling,$42,85,Florida,20,Regular
850,40,80,60,120,47,52.85%,2/1/2013 12:00:00 AM,772,68,Major Market,East,13,1,Tea,Green Tea,$65,123,Florida,24,Regular
850,80,130,40,210,92,10.26%,2/1/2013 12:00:00 AM,541,128,Major Market,East,83,1,Espresso,Caffe Mocha,$24,234,Florida,112,Regular
352,70,100,60,170,77,39.58%,2/1/2013 12:00:00 AM,423,103,Major Market,East,25,1,Espresso,Decaf Espresso,$76,192,Florida,52,Decaf
561,70,120,80,190,80,43.66%,2/1/2013 12:00:00 AM,640,120,Major Market,East,26,1,Coffee,Colombian,$93,213,Florida,57,Regular
352,80,110,70,190,86,47.73%,2/1/2013 12:00:00 AM,490,120,Major Market,East,26,1,Coffee,Decaf Irish Cream,$105,220,Florida,49,Decaf
508,40,60,30,100,59,19.15%,2/1/2013 12:00:00 AM,331,73,Major Market,East,22,1,Herbal Tea,Lemon,$27,141,Massachusetts,55,Decaf
508,30,50,40,80,32,49.41%,2/1/2013 12:00:00 AM,817,48,Major Market,East,8,1,Tea,Darjeeling,$42,85,Massachusetts,20,Regular
978,20,40,30,60,22,41.67%,2/1/2013 12:00:00 AM,452,34,Major Market,East,6,1,Tea,Green Tea,$25,60,Massachusetts,17,Regular
774,50,70,10,120,54,-4.41%,2/1/2013 12:00:00 AM,451,74,Major Market,East,49,1,Espresso,Caffe Mocha,($6),136,Massachusetts,78,Regular
774,160,170,110,330,170,40.61%,2/1/2013 12:00:00 AM,1073,170,Major Market,East,47,1,Espresso,Regular Espresso,$147,362,Massachusetts,71,Regular
857,70,370,330,440,75,100.80%,2/1/2013 12:00:00 AM,235,395,Major Market,East,24,1,Coffee,Colombian,$505,501,Massachusetts,55,Regular
603,20,30,0,50,33,-7.59%,2/1/2013 12:00:00 AM,193,41,Small Market,East,12,1,Herbal Tea,Lemon,($6),79,New Hampshire,45,Decaf
603,10,30,20,40,18,33.33%,2/1/2013 12:00:00 AM,818,27,Small Market,East,5,1,Tea,Darjeeling,$16,48,New Hampshire,16,Regular
603,0,40,30,40,0,102.17%,2/1/2013 12:00:00 AM,774,43,Small Market,East,0,1,Tea,Green Tea,$47,46,New Hampshire,11,Regular
603,40,60,10,100,43,-9.01%,2/1/2013 12:00:00 AM,256,61,Small Market,East,39,1,Espresso,Caffe Mocha,($10),111,New Hampshire,68,Regular
603,20,40,0,60,30,-12.50%,2/1/2013 12:00:00 AM,165,38,Small Market,East,11,1,Espresso,Regular Espresso,($9),72,New Hampshire,44,Regular
603,30,60,40,90,41,34.26%,2/1/2013 12:00:00 AM,236,60,Small Market,East,13,1,Coffee,Amaretto,$37,108,New Hampshire,35,Regular
603,40,60,30,100,45,28.10%,2/1/2013 12:00:00 AM,366,69,Small Market,East,14,1,Coffee,Colombian,$34,121,New Hampshire,46,Regular
518,180,200,110,380,240,36.74%,2/1/2013 12:00:00 AM,1454,255,Major Market,East,91,1,Herbal Tea,Lemon,$194,528,New York,124,Decaf
845,160,-20,-80,140,213,-92.71%,2/1/2013 12:00:00 AM,1214,-33,Major Market,East,66,1,Herbal Tea,Mint,($178),192,New York,87,Decaf
347,100,150,120,250,95,59.92%,2/1/2013 12:00:00 AM,809,137,Major Market,East,26,1,Tea,Darjeeling,$148,247,New York,37,Regular
631,100,160,130,260,99,60.23%,2/1/2013 12:00:00 AM,766,144,Major Market,East,27,1,Tea,Earl Grey,$156,259,New York,39,Regular
347,80,120,90,200,77,58.21%,2/1/2013 12:00:00 AM,449,112,Major Market,East,21,1,Tea,Green Tea,$117,201,New York,33,Regular
585,110,-60,-190,50,121,-463.08%,2/1/2013 12:00:00 AM,901,-60,Major Market,East,110,1,Espresso,Caffe Mocha,($301),65,New York,143,Regular
917,210,350,280,560,228,63.43%,2/1/2013 12:00:00 AM,1402,352,Major Market,East,63,1,Espresso,Regular Espresso,$392,618,New York,88,Regular
718,240,370,250,610,258,52.98%,2/1/2013 12:00:00 AM,2067,387,Major Market,East,90,1,Coffee,Colombian,$364,687,New York,142,Regular
318,40,60,40,100,49,43.70%,2/1/2013 12:00:00 AM,617,63,Small Market,South,16,1,Herbal Tea,Chamomile,$52,119,Louisiana,28,Decaf
985,80,100,40,180,86,30.10%,2/1/2013 12:00:00 AM,484,107,Small Market,South,32,1,Herbal Tea,Lemon,$62,206,Louisiana,65,Decaf
504,40,70,60,110,38,50.00%,2/1/2013 12:00:00 AM,772,56,Small Market,South,10,1,Coffee,Colombian,$50,100,Louisiana,22,Regular
504,50,90,70,140,47,52.85%,2/1/2013 12:00:00 AM,772,68,Small Market,South,13,1,Coffee,Decaf Irish Cream,$65,123,Louisiana,24,Decaf
318,50,80,10,130,65,1.82%,2/1/2013 12:00:00 AM,342,90,Small Market,South,58,1,Espresso,Caffe Latte,$3,165,Louisiana,88,Regular
225,50,90,70,140,65,51.89%,2/1/2013 12:00:00 AM,372,109,Small Market,South,20,1,Espresso,Caffe Mocha,$96,185,Louisiana,44,Regular
985,40,70,50,110,56,41.78%,2/1/2013 12:00:00 AM,382,81,Small Market,South,17,1,Espresso,Decaf Espresso,$61,146,Louisiana,40,Decaf
505,10,30,20,40,18,31.25%,2/1/2013 12:00:00 AM,818,27,Small Market,South,5,1,Herbal Tea,Chamomile,$15,48,New Mexico,17,Decaf
505,20,40,20,60,28,10.45%,2/1/2013 12:00:00 AM,961,35,Small Market,South,8,1,Herbal Tea,Lemon,$7,67,New Mexico,30,Decaf
505,50,90,50,140,45,29.75%,2/1/2013 12:00:00 AM,366,69,Small Market,South,14,1,Coffee,Colombian,$36,121,New Mexico,45,Regular
505,100,20,-20,120,84,-42.20%,2/1/2013 12:00:00 AM,625,18,Small Market,South,26,1,Coffee,Decaf Irish Cream,($46),109,New Mexico,49,Decaf
505,20,30,0,50,30,-13.89%,2/1/2013 12:00:00 AM,104,38,Small Market,South,11,1,Espresso,Caffe Latte,($10),72,New Mexico,45,Regular
505,30,50,0,80,43,-9.01%,2/1/2013 12:00:00 AM,256,61,Small Market,South,39,1,Espresso,Caffe Mocha,($10),111,New Mexico,68,Regular
505,30,40,10,70,35,13.79%,2/1/2013 12:00:00 AM,191,47,Small Market,South,11,1,Espresso,Decaf Espresso,$12,87,New Mexico,39,Decaf
580,50,60,20,110,53,12.70%,2/1/2013 12:00:00 AM,306,65,Small Market,South,20,1,Herbal Tea,Chamomile,$16,126,Oklahoma,54,Decaf
405,80,130,40,210,92,9.40%,2/1/2013 12:00:00 AM,541,128,Small Market,South,83,1,Herbal Tea,Lemon,$22,234,Oklahoma,113,Decaf
405,50,70,50,120,44,40.19%,2/1/2013 12:00:00 AM,618,56,Small Market,South,14,1,Coffee,Colombian,$43,107,Oklahoma,27,Regular
580,40,60,50,100,32,50.59%,2/1/2013 12:00:00 AM,817,48,Small Market,South,8,1,Coffee,Decaf Irish Cream,$43,85,Oklahoma,19,Decaf
580,70,100,70,170,86,47.27%,2/1/2013 12:00:00 AM,300,120,Small Market,South,26,1,Espresso,Caffe Latte,$104,220,Oklahoma,50,Regular
580,10,30,30,40,22,41.67%,2/1/2013 12:00:00 AM,452,34,Small Market,South,6,1,Espresso,Caffe Mocha,$25,60,Oklahoma,17,Regular
405,60,110,70,170,80,43.66%,2/1/2013 12:00:00 AM,640,120,Small Market,South,26,1,Espresso,Decaf Espresso,$93,213,Oklahoma,57,Decaf
915,50,80,50,130,60,32.89%,2/1/2013 12:00:00 AM,329,80,Major Market,South,19,1,Herbal Tea,Chamomile,$49,149,Texas,47,Decaf
325,40,80,50,120,52,41.18%,2/1/2013 12:00:00 AM,357,76,Major Market,South,16,1,Herbal Tea,Lemon,$56,136,Texas,38,Decaf
430,260,320,240,580,213,48.99%,2/1/2013 12:00:00 AM,942,252,Major Market,South,66,1,Coffee,Colombian,$243,496,Texas,88,Regular
430,100,130,100,230,83,50.00%,2/1/2013 12:00:00 AM,613,107,Major Market,South,27,1,Coffee,Decaf Irish Cream,$101,202,Texas,39,Decaf
956,60,100,60,160,75,42.79%,2/1/2013 12:00:00 AM,378,114,Major Market,South,24,1,Espresso,Caffe Latte,$86,201,Texas,56,Regular
409,80,120,100,200,99,60.62%,2/1/2013 12:00:00 AM,766,144,Major Market,South,27,1,Espresso,Caffe Mocha,$157,259,Texas,38,Regular
214,60,100,90,160,77,59.20%,2/1/2013 12:00:00 AM,449,112,Major Market,South,21,1,Espresso,Decaf Espresso,$119,201,Texas,32,Decaf
435,30,50,30,80,41,33.33%,2/1/2013 12:00:00 AM,236,60,Small Market,West,13,1,Herbal Tea,Chamomile,$36,108,Utah,36,Decaf
435,30,70,40,100,45,29.75%,2/1/2013 12:00:00 AM,366,69,Small Market,West,14,1,Herbal Tea,Lemon,$36,121,Utah,45,Decaf
435,70,10,-30,80,84,-42.20%,2/1/2013 12:00:00 AM,625,18,Small Market,West,26,1,Herbal Tea,Mint,($46),109,Utah,49,Decaf
801,20,50,10,70,43,-9.01%,2/1/2013 12:00:00 AM,256,61,Small Market,West,39,1,Tea,Darjeeling,($10),111,Utah,68,Regular
801,20,30,10,50,35,14.94%,2/1/2013 12:00:00 AM,191,47,Small Market,West,11,1,Tea,Earl Grey,$13,87,Utah,38,Regular
435,10,30,10,40,30,-12.50%,2/1/2013 12:00:00 AM,165,38,Small Market,West,11,1,Tea,Green Tea,($9),72,Utah,44,Regular
435,40,70,50,110,50,54.20%,2/1/2013 12:00:00 AM,814,73,Small Market,West,14,1,Espresso,Decaf Espresso,$71,131,Utah,25,Decaf
801,90,110,70,200,75,38.64%,2/1/2013 12:00:00 AM,956,90,Small Market,West,23,1,Coffee,Amaretto,$68,176,Utah,44,Regular
435,60,100,70,160,55,32.37%,2/1/2013 12:00:00 AM,305,75,Small Market,West,18,1,Coffee,Colombian,$45,139,Utah,45,Regular
435,100,140,80,240,86,29.61%,2/1/2013 12:00:00 AM,484,107,Small Market,West,32,1,Coffee,Decaf Irish Cream,$61,206,Utah,66,Decaf
435,40,50,30,90,42,50.91%,2/1/2013 12:00:00 AM,771,61,Small Market,West,11,1,Espresso,Caffe Latte,$56,110,Utah,23,Regular
435,40,60,40,100,49,43.70%,2/1/2013 12:00:00 AM,617,63,Small Market,West,16,1,Espresso,Caffe Mocha,$52,119,Utah,28,Regular
209,80,120,100,200,95,59.92%,2/1/2013 12:00:00 AM,809,137,Major Market,West,26,1,Herbal Tea,Chamomile,$148,247,California,37,Decaf
559,180,220,160,400,213,48.99%,2/1/2013 12:00:00 AM,942,252,Major Market,West,66,1,Herbal Tea,Lemon,$243,496,California,88,Decaf
408,70,90,60,160,83,50.00%,2/1/2013 12:00:00 AM,613,107,Major Market,West,27,1,Herbal Tea,Mint,$101,202,California,39,Decaf
805,60,100,90,160,99,60.62%,2/1/2013 12:00:00 AM,766,144,Major Market,West,27,1,Tea,Darjeeling,$157,259,California,38,Regular
707,50,70,60,120,77,59.20%,2/1/2013 12:00:00 AM,449,112,Major Market,West,21,1,Tea,Earl Grey,$119,201,California,32,Regular
530,40,80,50,120,75,42.79%,2/1/2013 12:00:00 AM,549,114,Major Market,West,24,1,Tea,Green Tea,$86,201,California,56,Regular
707,220,300,200,520,234,51.64%,2/1/2013 12:00:00 AM,1282,311,Major Market,West,77,1,Espresso,Decaf Espresso,$300,581,California,109,Decaf
626,130,30,-20,160,104,-28.37%,2/1/2013 12:00:00 AM,685,28,Major Market,West,33,1,Coffee,Amaretto,($40),141,California,55,Regular
213,320,480,360,800,258,52.98%,2/1/2013 12:00:00 AM,2067,387,Major Market,West,90,1,Coffee,Colombian,$364,687,California,142,Regular
925,180,-30,-110,150,148,-133.85%,2/1/2013 12:00:00 AM,1071,-26,Major Market,West,48,1,Coffee,Decaf Irish Cream,($174),130,California,91,Decaf
619,210,220,150,430,228,43.33%,2/1/2013 12:00:00 AM,1436,229,Major Market,West,63,1,Espresso,Caffe Latte,$211,487,California,87,Regular
916,110,160,30,270,121,12.62%,2/1/2013 12:00:00 AM,712,169,Major Market,West,110,1,Espresso,Caffe Mocha,$39,309,California,143,Regular
702,100,150,40,250,121,12.62%,2/1/2013 12:00:00 AM,712,169,Small Market,West,110,1,Herbal Tea,Chamomile,$39,309,Nevada,143,Decaf
775,120,190,120,310,148,45.36%,2/1/2013 12:00:00 AM,844,206,Small Market,West,48,1,Herbal Tea,Lemon,$171,377,Nevada,91,Decaf
775,80,140,110,220,104,51.66%,2/1/2013 12:00:00 AM,596,150,Small Market,West,33,1,Herbal Tea,Mint,$140,271,Nevada,56,Decaf
702,150,220,150,370,234,51.64%,2/1/2013 12:00:00 AM,1282,311,Small Market,West,77,1,Tea,Darjeeling,$300,581,Nevada,109,Regular
775,150,160,100,310,228,43.33%,2/1/2013 12:00:00 AM,1436,229,Small Market,West,63,1,Tea,Earl Grey,$211,487,Nevada,87,Regular
775,150,-150,-220,0,240,-2032.00%,2/1/2013 12:00:00 AM,1937,-240,Small Market,West,91,1,Tea,Green Tea,($508),25,Nevada,125,Regular
702,10,30,20,40,19,32.00%,2/1/2013 12:00:00 AM,774,28,Small Market,West,5,1,Espresso,Decaf Espresso,$16,50,Nevada,17,Decaf
702,40,50,10,90,33,-8.86%,2/1/2013 12:00:00 AM,193,41,Small Market,West,12,1,Coffee,Colombian,($7),79,Nevada,46,Regular
775,30,40,20,70,28,13.43%,2/1/2013 12:00:00 AM,961,35,Small Market,West,8,1,Coffee,Decaf Irish Cream,$9,67,Nevada,29,Decaf
775,0,40,30,40,0,100.00%,2/1/2013 12:00:00 AM,774,43,Small Market,West,0,1,Espresso,Caffe Latte,$46,46,Nevada,12,Regular
775,10,30,20,40,18,31.25%,2/1/2013 12:00:00 AM,818,27,Small Market,West,5,1,Espresso,Caffe Mocha,$15,48,Nevada,17,Regular
503,20,50,50,70,33,48.84%,2/1/2013 12:00:00 AM,772,48,Small Market,West,9,1,Herbal Tea,Chamomile,$42,86,Oregon,20,Decaf
503,30,50,30,80,44,42.06%,2/1/2013 12:00:00 AM,618,56,Small Market,West,14,1,Herbal Tea,Lemon,$45,107,Oregon,26,Decaf
503,10,20,20,30,22,41.67%,2/1/2013 12:00:00 AM,452,34,Small Market,West,6,1,Tea,Darjeeling,$25,60,Oregon,17,Regular
503,50,80,50,130,80,43.19%,2/1/2013 12:00:00 AM,640,120,Small Market,West,26,1,Tea,Earl Grey,$92,213,Oregon,58,Regular
971,50,90,60,140,86,47.73%,2/1/2013 12:00:00 AM,490,120,Small Market,West,26,1,Tea,Green Tea,$105,220,Oregon,49,Regular
503,160,160,100,320,170,40.61%,2/1/2013 12:00:00 AM,1073,170,Small Market,West,47,1,Espresso,Decaf Espresso,$147,362,Oregon,71,Decaf
541,60,100,40,160,54,-4.38%,2/1/2013 12:00:00 AM,427,75,Small Market,West,49,1,Coffee,Amaretto,($6),137,Oregon,79,Regular
503,80,110,50,190,65,22.42%,2/1/2013 12:00:00 AM,392,90,Small Market,West,21,1,Coffee,Colombian,$37,165,Oregon,65,Regular
971,60,100,70,160,52,41.18%,2/1/2013 12:00:00 AM,357,76,Small Market,West,16,1,Coffee,Decaf Irish Cream,$56,136,Oregon,38,Decaf
541,50,70,20,120,59,19.15%,2/1/2013 12:00:00 AM,331,73,Small Market,West,22,1,Espresso,Caffe Latte,$27,141,Oregon,55,Regular
541,50,80,50,130,60,32.89%,2/1/2013 12:00:00 AM,329,80,Small Market,West,19,1,Espresso,Caffe Mocha,$49,149,Oregon,47,Regular
206,110,170,120,280,130,52.02%,2/1/2013 12:00:00 AM,945,195,Small Market,West,42,1,Herbal Tea,Chamomile,$180,346,Washington,74,Decaf
509,30,50,50,80,38,50.00%,2/1/2013 12:00:00 AM,772,56,Small Market,West,10,1,Herbal Tea,Lemon,$50,100,Washington,22,Decaf
206,40,70,40,110,65,52.97%,2/1/2013 12:00:00 AM,372,109,Small Market,West,20,1,Tea,Darjeeling,$98,185,Washington,43,Regular
425,30,60,40,90,56,41.78%,2/1/2013 12:00:00 AM,382,81,Small Market,West,17,1,Tea,Earl Grey,$61,146,Washington,40,Regular
425,40,60,10,100,65,2.42%,2/1/2013 12:00:00 AM,513,90,Small Market,West,58,1,Tea,Green Tea,$4,165,Washington,87,Regular
253,40,60,40,100,48,44.44%,2/1/2013 12:00:00 AM,617,62,Small Market,West,15,1,Espresso,Caffe Latte,$52,117,Washington,27,Regular
206,50,60,20,110,53,14.29%,2/1/2013 12:00:00 AM,306,65,Small Market,West,20,1,Espresso,Caffe Mocha,$18,126,Washington,53,Regular
425,60,80,60,140,70,37.20%,2/1/2013 12:00:00 AM,957,84,Small Market,West,21,1,Espresso,Decaf Espresso,$61,164,Washington,43,Decaf
360,70,100,70,170,58,43.05%,2/1/2013 12:00:00 AM,331,84,Small Market,West,18,1,Coffee,Colombian,$65,151,Washington,40,Regular
253,110,160,60,270,92,9.40%,2/1/2013 12:00:00 AM,541,128,Small Market,West,83,1,Coffee,Decaf Irish Cream,$22,234,Washington,113,Decaf
970,130,150,100,280,162,40.46%,3/1/2013 12:00:00 AM,1059,163,Major Market,Central,45,1,Herbal Tea,Chamomile,$140,346,Colorado,69,Decaf
303,40,70,20,110,52,-4.51%,3/1/2013 12:00:00 AM,421,73,Major Market,Central,47,1,Herbal Tea,Lemon,($6),133,Colorado,77,Decaf
970,40,70,40,110,57,32.17%,3/1/2013 12:00:00 AM,323,77,Major Market,Central,18,1,Herbal Tea,Mint,$46,143,Colorado,46,Decaf
970,40,70,20,110,58,17.52%,3/1/2013 12:00:00 AM,325,71,Major Market,Central,22,1,Tea,Darjeeling,$24,137,Colorado,55,Regular
970,50,60,30,110,62,32.64%,3/1/2013 12:00:00 AM,952,73,Major Market,Central,19,1,Tea,Earl Grey,$47,144,Colorado,41,Regular
719,30,50,30,80,43,41.35%,3/1/2013 12:00:00 AM,613,55,Major Market,Central,14,1,Tea,Green Tea,$43,104,Colorado,26,Regular
720,90,140,110,230,81,59.24%,3/1/2013 12:00:00 AM,441,117,Major Market,Central,22,1,Espresso,Caffe Mocha,$125,211,Colorado,33,Regular
970,80,130,80,210,72,41.67%,3/1/2013 12:00:00 AM,541,108,Major Market,Central,23,1,Espresso,Decaf Espresso,$80,192,Colorado,54,Decaf
303,90,130,100,220,87,59.03%,3/1/2013 12:00:00 AM,756,126,Major Market,Central,24,1,Coffee,Amaretto,$134,227,Colorado,36,Regular
970,80,120,90,200,84,49.51%,3/1/2013 12:00:00 AM,603,109,Major Market,Central,27,1,Coffee,Colombian,$102,206,Colorado,40,Regular
303,100,140,110,240,95,60.24%,3/1/2013 12:00:00 AM,799,139,Major Market,Central,26,1,Coffee,Decaf Irish Cream,$150,249,Colorado,38,Decaf
312,70,110,90,180,87,59.47%,3/1/2013 12:00:00 AM,756,126,Major Market,Central,24,1,Herbal Tea,Chamomile,$135,227,Illinois,35,Decaf
630,70,90,60,160,84,50.49%,3/1/2013 12:00:00 AM,603,109,Major Market,Central,27,1,Herbal Tea,Lemon,$104,206,Illinois,39,Decaf
309,80,120,100,200,95,60.64%,3/1/2013 12:00:00 AM,799,139,Major Market,Central,26,1,Herbal Tea,Mint,$151,249,Illinois,37,Decaf
